"MEblack","MEbrown4","MEcyan","MEdarkgreen","MEdarkolivegreen","MEdarkorange2","MEdarkturquoise","MEfloralwhite","MEgrey60","MElightgreen","MEplum1"
"X498_120515",-0.0335572888575069,0.0140141792697162,0.0696745291896589,0.0712029342436361,-0.0581004421905277,0.00921202659356496,0.0858717184304854,-0.0765323233163534,-0.0103375213420756,0.0390667675831855,-0.0334119483135719
"X502_120515",0.0732786914681549,-0.0202462736694305,-0.0214294863746617,0.0406400481326605,-0.0476045761121913,-0.0561078500628176,-0.0231442018121231,-0.0329435982105883,-0.084566610771779,0.0534899746105166,-0.0841707556678002
"X505_120515",-0.0422454365237548,-0.000967596691802711,-0.0466133909707309,-0.158785125575413,0.121376555521095,-0.00520026334903659,0.0675908869141825,0.10170411211941,0.22834236124848,-0.13202369436484,0.0870546799738254
"X506_120515",-0.0916558518154113,0.0784317270384661,0.0251631620477031,-0.0195405047106131,-0.00201883127363173,0.157350062145642,0.0745296452531447,0.101611466929057,0.156021031770372,-0.152013637018997,0.0760104631751172
"X508_120515",0.0915730910431167,-0.0222966705827518,-0.0763332919307976,-0.0940623209641605,0.117995813985831,-0.0132589099228573,-0.133360298825935,0.101266580468656,-0.0145584217495786,-0.0115968983802566,-0.0297779977338049
"X522_120515",0.141228672962319,-0.0471844633129198,-0.185146003167239,-0.119047760718153,0.109781011943535,-0.0993913641071983,-0.126307166135556,0.0399180968076383,0.103817762479647,0.0589447352909886,-0.149248944341903
"X525_120515",0.0341251947157637,-0.0382762677839576,-0.0688675622016646,-0.0671545729676646,0.0495713261781597,-0.0203835407440069,0.120295238414184,0.0168837845223761,0.0350792432816723,-0.00184505711348434,0.0290544458345814
"X534_120516",-0.0640997938065619,0.18961149971003,0.0179852220909869,-0.0913766185438819,0.110591334892304,0.182807613041289,-0.0328858165778767,0.184360302429991,0.0530428462614125,-0.197237985750271,0.153085054700924
"X542_120516",-0.00275430313192261,0.0700713391696536,0.0377971265287852,0.0274389156351782,-0.00643850332546179,0.0869578200622856,0.00123951701258238,-0.0166167789094344,-0.0792458723290392,0.0583191204652581,-0.122351980889586
"X543_120516",-0.0156538319577736,-0.0025149183159932,0.0843871115992065,-0.109113635078993,0.0907962759269835,0.0344912332307075,-0.0347521099571931,-0.0287145705711105,-0.0522281262171316,0.0985626479486497,-0.141707503698562
"X547_120516",0.112331383880646,0.0378849006980263,-0.0462952474331293,0.0374252888008704,-0.0146996785481614,-0.0580119793017693,-0.02060516545146,-0.0480301333791034,-0.115579054613487,0.0965583789492433,-0.100707371360751
"X551_120517",0.0867140388933668,-0.0610718082381217,-0.0427964385098241,0.0541447787498885,-0.0377782916829799,-0.112034898028466,0.0239557493386327,-0.0511475524621552,-0.0721757669409678,0.0851151454442697,-0.0396895740212078
"X559_120517",0.0774010844835035,0.0456618390830371,-0.0460947635544792,-0.0198974102536449,0.0283770888934125,0.0032293393580553,-0.111636643043057,0.0327570388938417,-0.0987550402588537,0.0364623612855658,-0.0386292632769274
"X564_120517",-0.034294241267835,0.0915412823972551,0.00275233985726764,0.204439237850993,-0.148885101610065,-0.0300916369672758,0.00323704135994049,-0.0201661178301599,0.0196291033419336,-0.05441845830908,0.0607778684024057
"X567_120521",-0.0486739916380939,0.0197254300560901,0.0621648444714188,0.0536971418063912,-0.0653224830716328,0.030779204957035,0.0734014413363923,-0.0482800853045364,-0.0296956816731433,0.00423979962017196,0.0271704877196921
"X569_120521",0.0393424779567233,0.0983197299229946,-0.0577859057906211,0.0139039437711005,-0.0181078068355468,-0.0400148441636512,0.09288451593683,0.0721165102262999,0.115995630177582,-0.109215751190552,0.0711742459551015
"X57_120417",-0.0245204975292626,-0.0707589656043225,0.0563796965700449,0.0589450469569521,-0.083740707704857,-0.103345011651732,0.00255497771439475,-0.104786097748784,-0.0600758017917322,0.0842874261605867,-0.0115132778090332
"X573_120521",0.094475085593735,0.0313388495381947,-0.0643181154421697,0.00754262211844787,-0.0119490688042732,-0.104706011606681,0.13260129479924,-0.0491953448662125,0.082550108085982,0.0531441659445922,-0.0996473803666756
"X583_120522",0.0392009306767979,0.0255594228136149,-0.0594924931707166,-0.00729386947289239,0.0203694336698398,0.0191178165550475,-0.0982533902703142,0.0495503545082958,0.0332840627737745,-0.0254847288476793,0.0046941067619304
"X587_120522",-0.0789988390503682,0.0424576187837776,0.10071324528668,-0.0213076331690079,0.0241655090682419,0.0889424661304287,0.0464400234275009,-0.03782948036401,-0.0764505187799025,0.0191006708815691,-0.0303547331921286
"X588_120522",-0.0765114355165872,-0.0365548748511058,0.0366954148379238,-0.0124216571155432,0.0284235816598015,0.00334681437322764,0.0354044228478306,0.00932349711475228,0.0555643529428061,-0.0444764000218804,0.0776390264374121
"X589_120522",-0.0589898178585331,0.0612293009797101,0.0288190132361755,-0.125157633633557,0.1070943094379,0.0828803312522581,-0.0212648130202836,0.130277097013548,0.0231359022785367,-0.103087644232014,0.109908638180404
"X593_120522",0.00457996726599067,0.127899112918798,0.00856614211949483,0.0464467858342329,-0.0334283422183384,0.0311124048210308,-0.00674680865844702,0.00387342231630947,-0.0777681561994263,0.0103666496849319,0.0298140681740426
"X595_120522",-0.14762246184204,0.184157335055951,0.0992068268284948,0.0197402526418087,-0.0541426655972519,0.224132613368512,0.103042205203989,0.0526697728209588,0.0937281159011486,-0.159203735661614,0.102142779326008
"X596_120522",0.0565121875829654,-0.0416246791498351,0.0402700597782754,0.0129087192456046,-0.013275888736142,-0.092245665493509,0.0893536246397524,-0.145696000428692,-0.073727763468741,0.130706629818573,-0.17788175137726
"X599_120523",-0.0192135551531248,0.00220844650067224,-0.00394592704310907,0.0265711031747979,-0.0303753591014331,-0.00676466072035454,-0.0152492443409383,0.00159548930135616,0.099241410694114,-0.0262965727501081,0.0541881688030888
"X600_120523",0.0493408384282461,-0.0250585555502674,-0.0310833158105493,0.0477154928564445,-0.0427232688331745,-0.0681211933058473,0.0404963343087643,-0.0371407566310532,-0.0945803055553039,0.0597002915670277,0.0109516571804914
"X60_120417",-0.0405577905774277,0.0065768255059893,0.0230009069542664,5.67132906100303e-06,0.00818563220851544,-0.028820570738866,-0.0109826423125367,0.022980881514916,0.0343700863197708,-0.0612294075689104,0.0748718032412808
"X603_120523",0.0811261086911738,-0.0762637885405689,-0.0543040317508393,0.0391325967463544,0.0145349150257172,-0.0463413719946584,-0.124028228626861,0.0277139844361111,-0.102733395892148,0.0395418716293495,-0.0157231731016657
"X605_120523",-0.0547933509630895,-0.0709287674970767,0.0798397099840048,-0.06055179502683,0.0770840903260716,-0.103489107678842,-0.0239303638128414,-0.0484954978599776,0.111300692143015,0.00873324403588831,-0.0697474755220624
"X614_120523",0.0614041306008761,0.0825741352562299,-0.0472652827270218,0.0337584998065306,-0.000919620870470065,-0.0871175367673644,-0.110692562440687,-0.0186602719660537,-0.0972775047486274,0.0574869626470624,-0.0426515370330367
"X626_120524",-0.0400297469557347,0.0120945987481995,0.00235130024541594,0.023609114703695,-0.014262347704953,0.0549051721605816,-0.0281349928537045,0.0676338735365948,0.0336225204988737,-0.0658194865501876,0.0958826386954734
"X633_120524",0.0551890691674468,0.0251151121831722,-0.0890861568765319,0.0112348544676017,0.0138184751476889,-0.0318155311128268,-0.0297840825128974,0.0536969963140366,0.0522171983993891,-0.037481265400246,0.0460250280348694
"X634_120524",0.0317989979450796,-0.0192034335780245,-0.015504377119675,-0.120269325072926,0.115393592684458,-0.00297239417483423,-0.0552986869859536,0.0490105342788272,-0.00154899400995475,0.0256435936972875,-0.0727922808015128
"X638_120524",-0.00933757168828369,0.0851554187345721,-0.0108620248653001,-0.00785585736935495,-0.0269262725978585,0.0047658948120813,0.03865296851535,0.00963586610884045,0.0392845300514709,-0.0287365114477406,0.0542673140531903
"X64_120417",-0.099858682063025,-0.089555000380052,0.163839441143958,-0.0534106804695583,0.058806350309833,0.0117673700898702,0.0440879555452386,-0.0573738829111095,-0.044525359097563,0.0402424381437405,-0.048898010637559
"X643_120524",0.00755480942971948,0.0155271705108097,-0.00387710552496961,-0.148705808716036,0.144951070006082,0.0423163093924589,-0.013611744071977,0.0743431160568601,0.0152152834816527,0.000196151933739556,-0.0475709854512053
"X647_120529",0.120158527748066,-0.127871756514511,-0.104496563649962,-0.00969239756680561,0.0205383224248834,-0.110298739472681,-0.0788739355172629,0.00129878689962546,-0.0774036550380786,0.0823004417699399,-0.0391342864416325
"X65_120417",0.0618354008492292,-0.198563142201165,0.0251964597553276,0.0478433104262644,-0.0573922293261339,-0.113731820132138,0.0294449045452126,-0.144474729517168,-0.151546283182845,0.166470887204751,-0.105202247638524
"X653_120529",0.0459718825965303,0.0267382245234905,-0.0817920506574516,0.106265232192025,-0.0980659871407288,-0.00176260352136296,0.00526507741659058,0.0010139897805841,0.0447244719071459,0.000668962767697234,0.0209451334869097
"X66_120417",-0.0894851046314229,-0.0187208849924311,0.132843398285052,0.02278744576297,-0.0351868473018743,0.0212271195101125,0.0314275654937653,-0.111992248667902,-0.0649266124521082,0.065120215741096,-0.0861235104474812
"X662_120530",0.0301210738142539,0.0175493396698062,-0.0302733039030144,-0.0718992569343514,0.0678570857743581,0.0357037874577523,-0.0167385569637965,0.0632666218450478,0.0236118304870158,-0.0147928023366944,-0.0152277060221555
"X664_120530",-0.111415760647722,0.0614732440646106,0.133086441046625,0.088011139364355,-0.079636317407549,0.1547025174154,0.102081541865303,-0.0349229006583996,-0.00373917530366304,-0.0322396706526542,0.0297632309172974
"X668_120530",0.0426328010662357,-0.00182281812466157,-0.141217247973522,0.0165949080193244,-0.00265799443170579,-0.0116958957157573,0.0393084691905044,0.144695772503572,0.153857269428366,-0.149346362963631,0.156528180937568
"X669_120530",-0.00339599430348637,0.00375530093376884,-0.0301168642796556,-0.10607494689899,0.0967693817857179,0.0309698404909774,0.0210984794169437,0.135505822996583,-0.021155248418696,-0.112737884379101,0.133487932962895
"X670_120530",-0.0581680256370868,-0.0130624074278989,0.0552318737213293,-0.0297291666127872,0.0367925282350261,0.12236195994169,-0.022020633698047,0.0717073263252279,0.00888709137288214,-0.0809637870671133,0.0477820540440398
"X671_120530",0.00427248619933013,0.00375018410263796,-0.00325418697182664,-0.0220316067576836,0.039509927106274,0.081450735561201,-0.0447039049089553,0.0457890313862407,0.00884854648860059,-0.00675950787344641,0.0149496098959183
"X673_120530",-0.0291082054747331,0.0922708464141813,0.00535437623372251,-0.00424188847357334,0.00918992419087841,0.0627765243918916,-0.0106519614135989,0.0712730762048769,-0.0330011999423866,-0.0634433143803018,0.0837492261321844
"X677_120604",0.0233528434233491,-0.0313306290337995,-0.0548677829083778,-0.02314167847067,0.00121132783713599,-0.00978193502315166,0.0548174160826474,0.0637890189052546,0.0600716569695549,-0.020583236313529,0.0927842250301344
"X680_120604",0.0739568290820733,0.0586038088060817,-0.123629483671351,-0.0264342108921231,0.0431071515388647,0.00136414328613159,-0.143246369944533,0.118453502615478,-0.0124486460364517,-0.0513442474384419,0.0292210133026197
"X682_120604",0.0167311313772976,0.0487124266393463,-0.0808305664268266,0.0359255208968867,-0.0559633793749734,-0.042441060362191,-0.0940037524758171,0.06794036468682,0.0177788777362993,-0.0394211002029175,0.0780684978519863
"X688_120604",-0.0109982400224371,-0.0659077121753677,0.034174246668455,-0.202015668484559,0.213848826835495,0.0211026025865852,-0.0135619406107331,0.102377303620633,0.021307359615194,-0.0273007722629234,-0.00242933658167201
"X691_120605",0.0708036706578741,0.0728791836721355,-0.0876593408982632,-0.00698152398236681,-0.0054924371983176,-0.109487536779264,0.112829659222663,-0.00913549381902716,0.0102457251512438,0.0442807234466985,0.0128614114814899
"X694_120605",0.0109214603218519,0.141953336277805,-0.0710205730220395,0.0300303830625962,-0.0421865598252011,0.0605461737834099,0.00760176998190728,0.0872198394769506,0.0612072579974953,-0.111190452954409,0.130792987744727
"X701_120605",0.0660274264932814,0.0735776844194293,-0.137941224155094,0.0283419487803453,-0.0049437810430409,-0.0378585091311465,-0.0148169223651556,0.160215768523655,0.0597301584097296,-0.168568756348472,0.208845868934544
"X702_120605",0.0581226986806008,0.0405510380377563,-0.0395042968485372,-0.0507121793510549,0.0494412228542297,0.0116710246919533,-0.0499978375139542,0.0361792497783526,-0.059538067853026,0.0218701324110838,-0.02555753508375
"X713_120531",0.0164569840060394,-0.0395748137862237,0.0197552664113092,0.0614903732022609,-0.00296608395196156,-0.0262170530062736,-0.0503659307266101,-0.00714611810930081,-0.0731966797704115,0.0542067095396655,-0.00975684470893164
"X718_120531",0.0304079569013034,-0.0110566513668556,-0.0277961849172514,0.118095380844979,-0.113111132672221,-0.0601186114683222,0.0775997352360123,-0.0565617521545641,-0.00949388251531628,0.021632120394557,0.0496292527061043
"X72_120417",0.00824474859039642,0.0094243190150086,0.0115582655863077,0.135764832797213,-0.101503079405865,-0.00674812836191819,0.153316020864647,-0.0853489196974738,-0.0380060923685619,0.0209931175610247,0.0151443691800568
"X722_120531",0.0612729153360629,0.00683753390985322,-0.069816929776197,-0.0824517321855776,0.0922061943243204,0.0234016366653112,-0.0426173844577027,0.0828047729550484,0.0460814177641344,-0.0458732358516874,-0.00563231026965086
"X74_120417",0.0317874361024848,-0.0520121588231837,-0.0449644008254072,0.0458614789365932,-0.0216359084534255,-0.0174390645282038,-0.0634402374464383,-0.0272360258723667,0.0178796345227191,0.00349857187212348,-0.0273322366091343
"X79_120417",0.166147779036958,0.0286251155792273,-0.0919783540529257,0.0478165030658965,-0.0181359650556931,-0.110695541511671,-0.0533247401258122,-0.0295346457361519,-0.174396040682799,0.126888469021949,-0.166054084057208
"X82_120417",-0.0497327814683249,-0.127266620057167,0.0405737895443571,0.0285613572211053,-0.0644110402816161,-0.0669768621602956,0.0877033061786465,-0.0776477315257157,0.0179261198181955,0.024870284533971,0.0039589326266185
"X83_120417",-0.0331750152704069,-0.0222378625150364,0.0675414061021059,0.10653348492118,-0.114275209456157,-0.00528526741547036,0.0647697866519376,-0.13000608753668,-0.0648115870614773,0.0661805923368852,-0.0180052188317418
"X88_120417",0.0645582528389125,0.141373611483237,-0.0846795536387361,0.00887536138199712,-0.00444776773715294,0.0732400730256796,-0.0919629351229006,0.0663116046472691,-0.0232855374676527,-0.0522997860617143,0.0187568750593621
"X96_120417",-0.145633062489093,0.0628003161610038,0.122107551139833,0.0441565584539039,-0.0535460355111694,0.143959949291527,-0.0880218081210843,-0.0397623491487177,-0.0727074901699157,-0.0627211468111647,-0.0305596876238911
"X787_130530",-0.0056113696695967,-0.00940022029955071,-0.0115540659570647,-0.0144542406118596,0.0383081518302407,-0.00392228343589693,-0.0677040331830493,0.0450648629333619,0.111317832316639,-0.0474202104898316,0.0306508153055537
"X844_130830",-0.0575621797678216,0.041748676553065,0.0354068017066305,0.0926763370443758,-0.0863008966496719,0.0810512182366986,0.112486453919154,-0.00241670958179195,-0.000499856175368937,-0.063702544059814,0.138202033438379
"X885_130923",-0.100276327905664,0.028093589865682,0.0825798845465543,-0.0491520306341711,0.0136266975043558,0.0722658445046501,0.0542053290031654,-0.014182499016459,0.0455509199703365,-0.0104625041343095,-0.011930261495074
"X949_131107",-0.0460384312868669,-0.0369355840830462,0.00112492433286884,0.0561281919174655,-0.0854945755431469,-0.0469779256176729,-0.0121224355335307,-0.00372424565747501,0.019166656599199,-0.0468371137090029,0.067930361791344
"X899_131010",-0.0135203093212438,0.067213742895416,-0.0451382754616825,-0.144503749801747,0.10289732955948,0.015239697222912,-0.0522285419221359,0.0803905301402982,0.113590670012847,-0.0809196502706713,-0.0116449018148344
"X824_130725",0.00135320586007868,-0.0443491561830877,-0.0218611921461214,0.0464859160969303,-0.0854187199048136,-0.0812713368545412,0.0590431242533916,-0.067613121556597,0.0028319148088724,0.074891766854033,-0.00620174213824599
"X937_131101",0.000551193606768282,-0.0526764861439426,0.00127429671418481,-0.127389313303155,0.0943772290492675,0.00655722130429048,-0.0137750681136778,0.0373188767729592,0.0908013105163407,0.015571423683359,-0.0772209575456664
"X768_130523",-0.00332879590002324,-0.115206724855592,0.0353787878685019,0.0336940423951524,-0.0188218217184708,-0.0583942810055732,0.0363810778960639,-0.0769792380798709,-0.0225456331089218,0.0680798745308077,-0.0430831898298174
"X826_130725",-0.000571022743374444,0.0385469987151512,-0.00679350886747582,0.0640503844122687,-0.0479281503411622,0.0442407502645299,0.0187536867942753,0.00521845510603346,-0.0432124878957036,-0.039364023236312,0.0565931310184029
"X927_131031",-0.0204913177270849,-0.0793586596221365,0.107355391879334,0.124016987608836,-0.113946402172982,-0.108665198343801,0.120768808247093,-0.16691249370165,-0.0510216069491293,0.120827427157844,-0.0762031807610173
"X950_131107",0.0116521916534511,-0.00231667615428327,-0.0325774018987474,0.0222500156264869,-0.0112005528073235,0.0176277745137768,-0.0208626525754822,0.0413543967299269,-0.0008356389636887,-0.0282314680628026,0.053971516021791
"X831_130725",0.0588993932033814,-0.00688490311444018,-0.0343149193956161,0.00168444508146227,0.0263605500614206,-0.00885233778018992,-0.0614968654877305,0.0318855584667658,-0.0633206936784083,-0.0081124451721108,0.0165367900778249
"X951_131107",0.0933165194636558,0.0559910421444615,-0.063919440062989,0.030311802268505,-0.0273607395894853,-0.0187919886527071,-0.06075622935645,0.00666813362623908,-0.075793895313255,0.0380008419431849,-0.00427648460590932
"X926_131031",-0.0726189303798224,-0.082057373613507,0.102200436890828,0.0691394402048717,-0.114024550686898,-0.051589951383167,0.10311341952006,-0.168168881129288,-0.0993822272598275,0.0698050997640836,-0.0175457378516031
"X895_130923",-0.0895595672244721,0.00363495779061408,0.0268157414476623,0.070363895251218,-0.119577912340653,0.0429785402035438,0.0849636440644082,0.00379600086154804,0.0772606665955484,-0.0834672047643684,0.122427247641472
"X887_130923",0.00233364836947006,0.0184222261251974,-0.032987278900298,0.0241279135142266,0.00456814323649774,-0.007111161763989,-0.0590102426201112,0.0699563737808188,0.01409297447137,-0.0419247693751321,0.0593377551772427
"X882_130918",0.0423861919617336,-0.0370537414594113,-0.0786107807045476,-0.0866049604363603,0.0376654125610319,-0.0974638080054066,-0.10258865946712,0.0688753640148954,0.0382829780007739,-0.0401250706276509,0.0227762271474276
"X778_130528",-0.092965487212104,0.0565602209452193,0.106193341488088,-0.139282137589755,0.146944135411934,0.148594452780879,0.135929411984924,0.0415147743228743,0.0682190620362905,-0.0392910902901363,0.00550777293444366
"X834_130729",-0.0447254719587884,0.0126904997781145,0.0369026634291157,0.0420075710347412,-0.0570957927598275,-0.0100506063805916,0.0521158425281483,-0.0470164116121968,0.0306625172442219,0.0162337530316445,0.0126557907815442
"X954_131107",0.0304123862617669,0.000567471336653109,-0.0907218582042493,0.00603944589656033,-0.027601285381195,0.0236147755688302,0.0382075303014076,0.130076885515239,0.0459028399799643,-0.172564497101869,0.181965023397294
"X946_131107",-0.00558489301135249,0.0963302527751221,-0.0401487612756615,-0.0106903173357781,0.0111680767920291,0.0602628733745562,-0.0665230586733938,0.0834261182904255,0.00141571507102346,-0.0628240665580273,0.066603845747034
"X938_131101",-0.00322073130017598,0.0159721784570645,-0.0289235050092045,-0.0427802639661705,0.0446447451721127,0.0111139779615918,-0.0414254879173957,0.065490083756294,0.114091609046761,-0.0805056530681977,0.0820052704117389
"X812_130702",-0.0890994357509497,-0.0200269266637367,0.0743894131739485,-0.152197716425164,0.111725406424867,0.0944521008028659,0.13666191662172,0.00504549748041884,0.125270365310496,-0.0293250441947436,-0.0422100636818258
"X829_130725",-0.0253682815418242,-0.143485209203335,0.0445892701262242,0.101293818350836,-0.100521667953062,-0.0589000979475554,0.0739933977341824,-0.119216589138351,-0.0521910162577132,0.0690180964605897,-0.022362596053292
"X940_131101",0.123525524504049,0.0255576563285235,-0.117319174359165,0.0559739541879503,-0.0353670441648884,-0.122637527525565,-0.208657978223921,0.0220257050508781,-0.0567318504648644,0.0393355942295557,-0.00996910906347759
"X805_130701",0.0867214203493563,0.100057895050987,-0.0339956440216295,-0.031930661653643,0.0124263882818599,-0.0293265710955333,-0.0507211270719282,-0.0236905891053892,-0.096756772834047,0.0903084744357197,-0.216793145349399
"X894_130923",0.0697509086381475,0.0575823166867312,-0.0474751329721784,0.073444076190261,-0.0551112357502369,-0.0171459179679894,-0.0654726992732148,0.0192147372105916,-0.0651902337696221,0.0222256723911,-0.00512860440275557
"X815_130702",0.0573845288505355,-0.0305949150957814,0.0204549064070444,0.0556486255152675,0.0195048821204931,-0.0561817430945458,-0.0979878348703171,-0.0217257581058924,-0.0958061343162531,0.0670943851796691,-0.0848433876652402
"X934_131101",-0.0154030142926968,0.0921001113624895,0.00453333710073724,-0.130565012723668,0.117610199452798,0.144895708142932,0.00534646847755402,0.14273389148252,0.0415126748255391,-0.0689636746768329,-0.0269094433050223
